cost_id,warehouse_id,period_start,orders_count,cost_category,amount_usd,region,currency,cost_per_order_usd,budget_usd,variance_usd,overhead_usd
CST-000001271,WH-00016,2025-12-01,311,insurance,109.87,APAC,USD,0.3533,108.34,1.53,4.43
CST-000001272,WH-00023,2025-09-01,180,insurance,52.83,LATAM,USD,0.2935,58.49,-5.66,2.72
CST-000001273,WH-00024,2025-11-01,212,insurance,86.19,APAC,USD,0.4066,76.44,9.75,4.61
CST-000001274,WH-00012,2025-10-01,282,insurance,45.09,EMEA,USD,0.1599,52.94,-7.85,
CST-000001275,WH-00024,2025-09-01,178,insurance,45.99,APAC,USD,0.2584,42.84,3.15,
CST-000001276,WH-00023,2025-05-01,191,insurance,50.9,LATAM,USD,0.2665,46.31,4.59,2.85
CST-000001277,WH-00009,2025-04-01,230,insurance,52.44,EMEA,USD,0.228,47.03,5.41,6.23
CST-000001278,WH-00023,2025-08-01,173,insurance,43.96,LATAM,USD,0.2541,37.7,6.26,1.57
CST-000001279,WH-00002,2025-11-01,260,insurance,78.1,EMEA,USD,0.3004,72.56,5.54,5.52
CST-000001280,WH-00016,2025-07-01,190,insurance,74.73,APAC,USD,0.3933,75.51,-0.78,2.42
CST-000001281,WH-00023,2025-01-01,175,insurance,18.32,LATAM,USD,0.1047,17.65,0.67,1.18
CST-000001282,WH-00020,2025-03-01,178,insurance,82.17,APAC,USD,0.4616,77.64,4.53,2.71
CST-000001283,WH-00011,2025-06-01,139,insurance,39.21,NA,USD,0.2821,45.62,-6.41,2.66
CST-000001284,WH-00017,2025-02-01,73,insurance,29.43,NA,USD,0.4032,26.85,2.58,1.6
CST-000001285,WH-00022,2025-07-01,159,insurance,77.77,NA,USD,0.4891,83.36,-5.59,5.6
CST-000001286,WH-00021,2025-10-01,91,insurance,44.02,EMEA,USD,0.4837,49.82,-5.8,
CST-000001287,WH-00009,2025-06-01,251,insurance,91.82,EMEA,USD,0.3658,99.6,-7.78,4.23
CST-000001288,WH-00021,2025-11-01,101,insurance,56.32,EMEA,USD,0.5576,55.96,0.36,2.35
CST-000001289,WH-00006,2025-08-01,120,insurance,33.43,EMEA,USD,0.2786,38.04,-4.61,1.06
CST-000001290,WH-00020,2025-11-01,241,insurance,38.2,APAC,USD,0.1585,39.97,-1.77,3.79
CST-000001291,WH-00023,2025-02-01,169,insurance,56.83,LATAM,USD,0.3363,51.93,4.9,5.54
CST-000001292,WH-00015,2025-07-01,141,insurance,45.45,APAC,USD,0.3223,54.09,-8.64,1.92
CST-000001293,WH-00014,2025-12-01,281,insurance,164.86,EMEA,USD,0.5867,181.07,-16.21,6.47
CST-000001294,WH-00011,2025-03-01,134,insurance,35.67,NA,USD,0.2662,42.05,-6.38,2.19
CST-000001295,WH-00024,2025-02-01,129,insurance,38.16,APAC,USD,0.2958,43.79,-5.63,2.24
CST-000001296,WH-00018,2025-07-01,120,insurance,31.63,EMEA,USD,0.2636,37.5,-5.87,1.46
CST-000001297,WH-00019,2025-12-01,195,insurance,49.82,APAC,USD,0.2555,48.21,1.61,5.89
CST-000001298,WH-00020,2025-12-01,254,insurance,107.25,APAC,USD,0.4222,128.43,-21.18,12.21
CST-000001299,WH-00024,2025-05-01,193,insurance,79.05,APAC,USD,0.4096,73.81,5.24,9.17
CST-000001300,WH-00010,2025-06-01,231,insurance,37.3,APAC,USD,0.1615,32.28,5.02,3.38
CST-000001301,WH-00010,2025-11-01,322,insurance,77.3,APAC,USD,0.2401,66.99,10.31,4.47
CST-000001302,WH-00008,2025-10-01,322,insurance,170.48,EMEA,USD,0.5294,178.43,-7.95,14.03
CST-000001303,WH-00018,2025-11-01,197,insurance,88.6,EMEA,USD,0.4497,104.65,-16.05,5.31
CST-000001304,WH-00024,2025-10-01,206,insurance,64.99,APAC,USD,0.3155,61.14,3.85,5.61
CST-000001305,WH-00004,2025-03-01,100,insurance,50.63,EMEA,USD,0.5063,57.97,-7.34,5.05
CST-000001306,WH-00007,2025-01-01,103,insurance,51.02,EMEA,USD,0.4953,46.38,4.64,5.35
CST-000001307,WH-00005,2025-12-01,198,insurance,95.09,EMEA,USD,0.4803,99.13,-4.04,9.19
CST-000001308,WH-00008,2025-09-01,269,insurance,58.46,EMEA,USD,0.2173,50.67,7.79,5.12
CST-000001309,WH-00005,2025-01-01,122,insurance,50.99,EMEA,USD,0.418,57.07,-6.08,3.92
CST-000001310,WH-00012,2025-12-01,333,insurance,60.44,EMEA,USD,0.1815,62.65,-2.21,7.12
CST-000001311,WH-00020,2025-01-01,150,insurance,20.45,APAC,USD,0.1363,23.03,-2.58,1.64
CST-000001312,WH-00021,2025-06-01,62,insurance,31.16,EMEA,USD,0.5026,36.22,-5.06,2.72
CST-000001313,WH-00012,2025-08-01,240,insurance,74.73,EMEA,USD,0.3114,71.25,3.48,8.57
CST-000001314,WH-00008,2025-06-01,246,insurance,92.54,EMEA,USD,0.3762,84.17,8.37,9.13
CST-000001315,WH-00019,2025-10-01,179,insurance,76.64,APAC,USD,0.4282,70.59,6.05,6.81
CST-000001316,WH-00015,2025-01-01,109,insurance,24.21,APAC,USD,0.2221,22.39,1.82,1.99
CST-000001317,WH-00012,2025-03-01,240,insurance,77.91,EMEA,USD,0.3246,82.12,-4.21,3.5
CST-000001318,WH-00009,2025-05-01,259,insurance,124.46,EMEA,USD,0.4805,149.33,-24.87,11.99
CST-000001319,WH-00008,2025-07-01,281,insurance,92.89,EMEA,USD,0.3306,96.4,-3.51,4.35
CST-000001320,WH-00008,2025-05-01,305,insurance,94.16,EMEA,USD,0.3087,109.67,-15.51,3.76
CST-000001321,WH-00004,2025-12-01,160,insurance,92.23,EMEA,USD,0.5764,103.8,-11.57,4.51
CST-000001322,WH-00006,2025-04-01,112,insurance,48.18,EMEA,USD,0.4302,54.59,-6.41,5.72
CST-000001323,WH-00017,2025-01-01,89,insurance,56.7,NA,USD,0.6371,52.84,3.86,6.07
CST-000001324,WH-00013,2025-03-01,118,insurance,30.77,APAC,USD,0.2608,32.0,-1.23,2.9
CST-000001325,WH-00024,2025-06-01,158,insurance,54.36,APAC,USD,0.3441,59.28,-4.92,1.76
CST-000001326,WH-00023,2025-04-01,181,insurance,35.66,LATAM,USD,0.197,40.13,-4.47,1.54
CST-000001327,WH-00013,2025-07-01,128,insurance,41.58,APAC,USD,0.3248,44.16,-2.58,2.0
CST-000001328,WH-00009,2025-12-01,326,insurance,66.38,EMEA,USD,0.2036,73.8,-7.42,5.84
CST-000001329,WH-00023,2025-07-01,190,insurance,26.55,LATAM,USD,0.1397,25.32,1.23,1.39
CST-000001330,WH-00008,2025-04-01,266,insurance,83.04,EMEA,USD,0.3122,87.31,-4.27,3.29
CST-000001331,WH-00022,2025-03-01,158,insurance,36.43,NA,USD,0.2306,38.6,-2.17,1.43
CST-000001332,WH-00003,2025-08-01,136,insurance,30.21,LATAM,USD,0.2221,26.62,3.59,3.32
CST-000001333,WH-00002,2025-12-01,276,insurance,85.78,EMEA,USD,0.3108,102.36,-16.58,4.1
CST-000001334,WH-00011,2025-01-01,107,insurance,38.06,NA,USD,0.3557,36.51,1.55,1.95
CST-000001335,WH-00023,2025-10-01,220,insurance,69.01,LATAM,USD,0.3137,63.48,5.53,4.38
CST-000001336,WH-00015,2025-03-01,123,insurance,42.23,APAC,USD,0.3433,39.14,3.09,3.6
CST-000001337,WH-00016,2025-01-01,188,insurance,78.48,APAC,USD,0.4174,69.41,9.07,6.82
CST-000001338,WH-00012,2025-05-01,252,insurance,110.16,EMEA,USD,0.4371,105.2,4.96,9.94
CST-000001339,WH-00004,2025-10-01,135,insurance,61.52,EMEA,USD,0.4557,65.82,-4.3,4.21
CST-000001340,WH-00011,2025-08-01,124,insurance,33.47,NA,USD,0.2699,34.55,-1.08,
CST-000001341,WH-00020,2025-06-01,172,insurance,33.41,APAC,USD,0.1942,40.06,-6.65,2.12
CST-000001342,WH-00001,2025-11-01,203,insurance,118.04,EMEA,USD,0.5815,107.53,10.51,8.24
CST-000001343,WH-00011,2025-07-01,130,insurance,38.78,NA,USD,0.2983,34.24,4.54,2.3
CST-000001344,WH-00013,2025-02-01,99,insurance,20.01,APAC,USD,0.2021,20.24,-0.23,2.12
CST-000001345,WH-00022,2025-08-01,155,insurance,61.74,NA,USD,0.3983,62.36,-0.62,5.01
CST-000001346,WH-00003,2025-06-01,139,insurance,27.53,LATAM,USD,0.1981,30.39,-2.86,2.69
CST-000001347,WH-00003,2025-07-01,104,insurance,12.61,LATAM,USD,0.1212,15.09,-2.48,1.01
CST-000001348,WH-00010,2025-01-01,229,insurance,37.99,APAC,USD,0.1659,35.66,2.33,3.52
CST-000001349,WH-00018,2025-01-01,138,insurance,42.06,EMEA,USD,0.3048,36.38,5.68,2.79
CST-000001350,WH-00001,2025-10-01,167,insurance,44.68,EMEA,USD,0.2675,49.54,-4.86,
CST-000001351,WH-00006,2025-12-01,168,insurance,26.29,EMEA,USD,0.1565,29.73,-3.44,1.52
CST-000001352,WH-00002,2025-06-01,196,insurance,54.11,EMEA,USD,0.2761,54.64,-0.53,3.54
CST-000001353,WH-00016,2025-08-01,203,insurance,46.9,APAC,USD,0.231,42.48,4.42,3.7
CST-000001354,WH-00018,2025-08-01,143,insurance,59.04,EMEA,USD,0.4129,68.78,-9.74,6.69
CST-000001355,WH-00018,2025-12-01,201,insurance,109.73,EMEA,USD,0.5459,116.55,-6.82,3.4
CST-000001356,WH-00012,2025-04-01,236,insurance,113.62,EMEA,USD,0.4814,103.85,9.77,13.46
CST-000001357,WH-00007,2025-07-01,103,insurance,37.88,EMEA,USD,0.3678,42.8,-4.92,1.44
CST-000001358,WH-00003,2025-10-01,109,insurance,21.58,LATAM,USD,0.198,20.61,0.97,2.16
CST-000001359,WH-00022,2025-11-01,232,insurance,125.78,NA,USD,0.5422,124.94,0.84,6.55
CST-000001360,WH-00009,2025-09-01,242,insurance,59.53,EMEA,USD,0.246,64.43,-4.9,2.3
CST-000001361,WH-00014,2025-04-01,222,insurance,74.91,EMEA,USD,0.3374,63.74,11.17,5.98
CST-000001362,WH-00014,2025-06-01,212,insurance,61.3,EMEA,USD,0.2892,67.32,-6.02,
CST-000001363,WH-00001,2025-08-01,129,insurance,64.84,EMEA,USD,0.5026,70.88,-6.04,2.26
CST-000001364,WH-00011,2025-04-01,130,insurance,40.96,NA,USD,0.3151,35.04,5.92,2.83
CST-000001365,WH-00006,2025-06-01,113,insurance,39.93,EMEA,USD,0.3534,46.06,-6.13,3.13
CST-000001366,WH-00002,2025-01-01,162,insurance,55.23,EMEA,USD,0.3409,62.14,-6.91,5.85
CST-000001367,WH-00016,2025-03-01,176,insurance,30.2,APAC,USD,0.1716,36.12,-5.92,3.38
CST-000001368,WH-00019,2025-08-01,148,insurance,17.99,APAC,USD,0.1216,19.53,-1.54,1.7
CST-000001369,WH-00005,2025-02-01,118,insurance,35.6,EMEA,USD,0.3017,35.91,-0.31,3.1
CST-000001370,WH-00022,2025-06-01,173,insurance,83.89,NA,USD,0.4849,97.39,-13.5,4.59
CST-000001371,WH-00020,2025-02-01,141,insurance,30.72,APAC,USD,0.2179,26.15,4.57,0.96
CST-000001372,WH-00006,2025-11-01,169,insurance,88.26,EMEA,USD,0.5222,85.78,2.48,9.54
CST-000001373,WH-00016,2025-06-01,190,insurance,29.18,APAC,USD,0.1536,27.7,1.48,0.98
CST-000001374,WH-00011,2025-09-01,133,insurance,79.63,NA,USD,0.5987,81.89,-2.26,
CST-000001375,WH-00001,2025-01-01,139,insurance,26.67,EMEA,USD,0.1919,25.94,0.73,1.65
CST-000001376,WH-00016,2025-10-01,218,insurance,71.67,APAC,USD,0.3288,67.73,3.94,5.3
CST-000001377,WH-00012,2025-07-01,270,insurance,66.57,EMEA,USD,0.2466,79.17,-12.6,5.94
CST-000001378,WH-00015,2025-11-01,170,insurance,77.97,APAC,USD,0.4586,85.55,-7.58,7.65
CST-000001379,WH-00004,2025-09-01,119,insurance,70.38,EMEA,USD,0.5914,79.05,-8.67,6.56
CST-000001380,WH-00018,2025-02-01,96,insurance,24.76,EMEA,USD,0.2579,21.12,3.64,2.79
CST-000001381,WH-00017,2025-12-01,141,insurance,80.27,NA,USD,0.5693,81.04,-0.77,3.04
CST-000001382,WH-00024,2025-03-01,168,insurance,26.92,APAC,USD,0.1602,30.48,-3.56,1.64
CST-000001383,WH-00007,2025-02-01,76,insurance,34.62,EMEA,USD,0.4555,31.11,3.51,3.86
CST-000001384,WH-00015,2025-06-01,127,insurance,44.23,APAC,USD,0.3483,50.28,-6.05,2.0
CST-000001385,WH-00020,2025-07-01,192,insurance,32.25,APAC,USD,0.168,35.65,-3.4,2.09
CST-000001386,WH-00006,2025-07-01,121,insurance,59.11,EMEA,USD,0.4885,70.49,-11.38,
CST-000001387,WH-00005,2025-11-01,175,insurance,27.36,EMEA,USD,0.1563,27.14,0.22,2.19
CST-000001388,WH-00005,2025-03-01,151,insurance,82.05,EMEA,USD,0.5434,85.82,-3.77,9.51
CST-000001389,WH-00024,2025-08-01,163,insurance,67.21,APAC,USD,0.4123,71.51,-4.3,4.89
CST-000001390,WH-00003,2025-11-01,163,insurance,43.01,LATAM,USD,0.2639,49.8,-6.79,4.89
CST-000001391,WH-00019,2025-01-01,141,insurance,63.91,APAC,USD,0.4533,57.04,6.87,3.05
CST-000001392,WH-00005,2025-09-01,172,insurance,58.81,EMEA,USD,0.3419,53.36,5.45,2.23
CST-000001393,WH-00010,2025-08-01,225,insurance,30.75,APAC,USD,0.1367,33.3,-2.55,1.1
CST-000001394,WH-00019,2025-06-01,137,insurance,44.17,APAC,USD,0.3224,44.6,-0.43,4.45
CST-000001395,WH-00018,2025-10-01,154,insurance,85.37,EMEA,USD,0.5544,84.84,0.53,6.96
CST-000001396,WH-00023,2025-11-01,237,insurance,91.34,LATAM,USD,0.3854,78.3,13.04,6.79
CST-000001397,WH-00015,2025-10-01,151,insurance,22.29,APAC,USD,0.1476,25.49,-3.2,1.29
CST-000001398,WH-00006,2025-09-01,117,insurance,58.03,EMEA,USD,0.496,65.23,-7.2,3.1
CST-000001399,WH-00019,2025-07-01,125,insurance,44.54,APAC,USD,0.3563,38.8,5.74,3.59
CST-000001400,WH-00014,2025-09-01,231,insurance,79.89,EMEA,USD,0.3458,72.69,7.2,8.33
CST-000001401,WH-00016,2025-05-01,195,insurance,86.9,APAC,USD,0.4456,86.18,0.72,5.2
CST-000001402,WH-00005,2025-06-01,136,insurance,35.12,EMEA,USD,0.2582,35.61,-0.49,3.67
CST-000001403,WH-00017,2025-10-01,111,insurance,62.39,NA,USD,0.5621,70.0,-7.61,4.79
CST-000001404,WH-00009,2025-11-01,334,insurance,59.42,EMEA,USD,0.1779,62.02,-2.6,6.39
CST-000001405,WH-00022,2025-12-01,238,insurance,72.4,NA,USD,0.3042,69.94,2.46,7.36
CST-000001406,WH-00003,2025-02-01,107,insurance,11.5,LATAM,USD,0.1075,10.36,1.14,1.24
CST-000001407,WH-00006,2025-03-01,119,insurance,46.03,EMEA,USD,0.3868,47.57,-1.54,4.87
CST-000001408,WH-00020,2025-05-01,209,insurance,53.54,APAC,USD,0.2562,47.58,5.96,
CST-000001409,WH-00011,2025-11-01,174,insurance,75.78,NA,USD,0.4355,82.71,-6.93,4.36
CST-000001410,WH-00020,2025-09-01,175,insurance,51.05,APAC,USD,0.2917,43.43,7.62,2.67
CST-000001411,WH-00023,2025-06-01,187,insurance,30.93,LATAM,USD,0.1654,36.36,-5.43,3.69
CST-000001412,WH-00014,2025-05-01,211,insurance,83.55,EMEA,USD,0.396,71.35,12.2,3.47
CST-000001413,WH-00015,2025-04-01,128,insurance,46.27,APAC,USD,0.3615,43.57,2.7,3.13
CST-000001414,WH-00012,2025-06-01,230,insurance,125.83,EMEA,USD,0.5471,125.09,0.74,4.82
CST-000001415,WH-00011,2025-02-01,95,insurance,52.92,NA,USD,0.5571,55.3,-2.38,3.34
CST-000001416,WH-00021,2025-12-01,123,insurance,67.88,EMEA,USD,0.5519,64.23,3.65,
CST-000001417,WH-00020,2025-10-01,185,insurance,59.94,APAC,USD,0.324,57.31,2.63,3.84
CST-000001418,WH-00021,2025-01-01,81,insurance,42.68,EMEA,USD,0.5269,41.37,1.31,3.69
CST-000001419,WH-00006,2025-02-01,88,insurance,20.5,EMEA,USD,0.233,22.75,-2.25,1.98
CST-000001420,WH-00007,2025-04-01,99,insurance,38.79,EMEA,USD,0.3918,33.71,5.08,
CST-000001421,WH-00010,2025-12-01,319,insurance,117.42,APAC,USD,0.3681,132.2,-14.78,4.86
CST-000001422,WH-00014,2025-10-01,232,insurance,72.5,EMEA,USD,0.3125,61.94,10.56,6.37
CST-000001423,WH-00025,2025-10-01,108,insurance,58.9,EMEA,USD,0.5454,69.2,-10.3,6.49
CST-000001424,WH-00006,2025-05-01,118,insurance,36.57,EMEA,USD,0.3099,31.85,4.72,4.38
CST-000001425,WH-00003,2025-09-01,144,insurance,40.85,LATAM,USD,0.2837,37.33,3.52,4.37
CST-000001426,WH-00014,2025-03-01,204,insurance,54.44,EMEA,USD,0.2669,47.19,7.25,3.09
CST-000001427,WH-00024,2025-04-01,175,insurance,51.62,APAC,USD,0.295,59.91,-8.29,4.94
CST-000001428,WH-00011,2025-12-01,205,insurance,130.86,NA,USD,0.6383,120.5,10.36,
CST-000001429,WH-00019,2025-02-01,131,insurance,55.32,APAC,USD,0.4223,53.71,1.61,4.87
CST-000001430,WH-00013,2025-08-01,135,insurance,51.59,APAC,USD,0.3821,46.55,5.04,
CST-000001431,WH-00007,2025-03-01,90,insurance,40.42,EMEA,USD,0.4491,48.41,-7.99,2.87
CST-000001432,WH-00003,2025-03-01,131,insurance,20.29,LATAM,USD,0.1549,19.75,0.54,0.63
CST-000001433,WH-00008,2025-02-01,196,insurance,109.09,EMEA,USD,0.5566,100.26,8.83,5.54
CST-000001434,WH-00002,2025-10-01,233,insurance,58.42,EMEA,USD,0.2507,49.8,8.62,3.87
CST-000001435,WH-00021,2025-03-01,85,insurance,32.16,EMEA,USD,0.3784,31.02,1.14,2.25
CST-000001436,WH-00001,2025-05-01,143,insurance,68.31,EMEA,USD,0.4777,79.16,-10.85,6.33
CST-000001437,WH-00025,2025-05-01,101,insurance,39.44,EMEA,USD,0.3905,37.66,1.78,4.05
CST-000001438,WH-00005,2025-08-01,144,insurance,39.13,EMEA,USD,0.2717,36.13,3.0,1.24
CST-000001439,WH-00017,2025-03-01,97,insurance,23.38,NA,USD,0.241,21.59,1.79,1.9
CST-000001440,WH-00007,2025-10-01,121,insurance,44.16,EMEA,USD,0.365,39.91,4.25,1.92
CST-000001441,WH-00016,2025-09-01,221,insurance,72.7,APAC,USD,0.329,70.07,2.63,5.51
CST-000001442,WH-00010,2025-02-01,198,insurance,50.83,APAC,USD,0.2567,49.18,1.65,4.32
CST-000001443,WH-00013,2025-01-01,123,insurance,19.37,APAC,USD,0.1575,17.16,2.21,1.41
CST-000001444,WH-00013,2025-10-01,150,insurance,46.78,APAC,USD,0.3119,43.78,3.0,2.86
CST-000001445,WH-00025,2025-07-01,94,insurance,23.98,EMEA,USD,0.2551,25.97,-1.99,1.48
CST-000001446,WH-00001,2025-03-01,137,insurance,26.97,EMEA,USD,0.1969,25.31,1.66,3.11
CST-000001447,WH-00013,2025-04-01,132,insurance,46.96,APAC,USD,0.3558,55.57,-8.61,3.87
CST-000001448,WH-00018,2025-06-01,120,insurance,29.99,EMEA,USD,0.2499,28.87,1.12,2.5
CST-000001449,WH-00002,2025-02-01,142,insurance,37.06,EMEA,USD,0.261,41.13,-4.07,3.68
CST-000001450,WH-00014,2025-07-01,201,insurance,98.98,EMEA,USD,0.4924,98.64,0.34,11.44
CST-000001451,WH-00006,2025-01-01,99,insurance,16.05,EMEA,USD,0.1621,19.08,-3.03,0.55
CST-000001452,WH-00024,2025-12-01,246,insurance,71.28,APAC,USD,0.2898,71.97,-0.69,5.85
CST-000001453,WH-00016,2025-02-01,153,insurance,23.66,APAC,USD,0.1546,22.49,1.17,2.47
CST-000001454,WH-00003,2025-01-01,114,insurance,14.23,LATAM,USD,0.1248,14.45,-0.22,0.58
CST-000001455,WH-00025,2025-01-01,69,insurance,25.1,EMEA,USD,0.3638,23.14,1.96,0.89
CST-000001456,WH-00020,2025-04-01,182,insurance,46.47,APAC,USD,0.2553,43.09,3.38,2.79
CST-000001457,WH-00003,2025-04-01,118,insurance,47.29,LATAM,USD,0.4008,47.59,-0.3,3.84
CST-000001458,WH-00005,2025-04-01,117,insurance,26.9,EMEA,USD,0.2299,29.82,-2.92,2.3
CST-000001459,WH-00017,2025-11-01,112,insurance,68.67,NA,USD,0.6131,63.61,5.06,7.41
CST-000001460,WH-00004,2025-04-01,97,insurance,51.64,EMEA,USD,0.5324,56.9,-5.26,4.66
CST-000001461,WH-00017,2025-06-01,92,insurance,48.51,NA,USD,0.5273,51.64,-3.13,3.78
CST-000001462,WH-00018,2025-03-01,134,insurance,63.02,EMEA,USD,0.4703,71.66,-8.64,
CST-000001463,WH-00022,2025-09-01,176,insurance,85.85,NA,USD,0.4878,101.99,-16.14,2.64
CST-000001464,WH-00003,2025-05-01,104,insurance,11.51,LATAM,USD,0.1107,12.07,-0.56,0.35
CST-000001465,WH-00001,2025-07-01,138,insurance,28.03,EMEA,USD,0.2031,30.93,-2.9,3.27
CST-000001466,WH-00025,2025-03-01,89,insurance,35.17,EMEA,USD,0.3952,31.51,3.66,3.13
CST-000001467,WH-00015,2025-09-01,137,insurance,62.66,APAC,USD,0.4574,62.46,0.2,4.81
CST-000001468,WH-00004,2025-02-01,77,insurance,38.99,EMEA,USD,0.5064,40.44,-1.45,3.81
CST-000001469,WH-00004,2025-01-01,101,insurance,50.55,EMEA,USD,0.5005,46.83,3.72,5.92
CST-000001470,WH-00022,2025-02-01,123,insurance,74.54,NA,USD,0.606,70.1,4.44,6.63
CST-000001471,WH-00011,2025-10-01,149,insurance,90.32,NA,USD,0.6062,77.59,12.73,7.86
CST-000001472,WH-00022,2025-01-01,134,insurance,48.27,NA,USD,0.3602,46.14,2.13,2.34
CST-000001473,WH-00019,2025-09-01,134,insurance,27.95,APAC,USD,0.2086,26.06,1.89,2.56
CST-000001474,WH-00010,2025-03-01,224,insurance,36.61,APAC,USD,0.1634,33.0,3.61,1.67
CST-000001475,WH-00002,2025-08-01,158,insurance,38.77,EMEA,USD,0.2454,41.03,-2.26,4.59
CST-000001476,WH-00018,2025-04-01,124,insurance,44.21,EMEA,USD,0.3565,44.64,-0.43,1.81
CST-000001477,WH-00001,2025-02-01,99,insurance,43.95,EMEA,USD,0.4439,42.7,1.25,3.23
CST-000001478,WH-00025,2025-04-01,103,insurance,50.47,EMEA,USD,0.49,56.77,-6.3,2.88
CST-000001479,WH-00019,2025-04-01,131,insurance,20.18,APAC,USD,0.154,17.92,2.26,1.68
CST-000001480,WH-00017,2025-05-01,109,insurance,25.88,NA,USD,0.2374,26.85,-0.97,1.46
CST-000001481,WH-00023,2025-03-01,161,insurance,17.0,LATAM,USD,0.1056,19.87,-2.87,0.58
CST-000001482,WH-00022,2025-04-01,155,insurance,54.62,NA,USD,0.3524,61.79,-7.17,5.13
CST-000001483,WH-00004,2025-08-01,107,insurance,30.71,EMEA,USD,0.287,33.12,-2.41,2.8
CST-000001484,WH-00013,2025-09-01,142,insurance,23.19,APAC,USD,0.1633,24.36,-1.17,1.9
CST-000001485,WH-00019,2025-03-01,130,insurance,29.66,APAC,USD,0.2282,26.15,3.51,
CST-000001486,WH-00007,2025-08-01,99,insurance,50.41,EMEA,USD,0.5092,48.02,2.39,2.99
CST-000001487,WH-00025,2025-12-01,130,insurance,48.86,EMEA,USD,0.3758,54.21,-5.35,2.0
CST-000001488,WH-00001,2025-09-01,122,insurance,55.13,EMEA,USD,0.4519,57.59,-2.46,6.32
CST-000001489,WH-00021,2025-08-01,74,insurance,17.08,EMEA,USD,0.2308,19.6,-2.52,1.17
CST-000001490,WH-00004,2025-06-01,99,insurance,21.31,EMEA,USD,0.2153,19.86,1.45,1.65
CST-000001491,WH-00015,2025-02-01,98,insurance,42.79,APAC,USD,0.4366,46.82,-4.03,2.6
CST-000001492,WH-00015,2025-08-01,132,insurance,44.92,APAC,USD,0.3403,44.66,0.26,3.86
CST-000001493,WH-00021,2025-07-01,80,insurance,23.54,EMEA,USD,0.2942,20.78,2.76,1.28
CST-000001494,WH-00021,2025-02-01,50,insurance,11.62,EMEA,USD,0.2324,11.29,0.33,1.36
CST-000001495,WH-00021,2025-09-01,98,insurance,33.96,EMEA,USD,0.3465,30.93,3.03,2.4
CST-000001496,WH-00021,2025-04-01,83,insurance,32.24,EMEA,USD,0.3884,38.09,-5.85,1.3
CST-000001497,WH-00021,2025-05-01,91,insurance,43.56,EMEA,USD,0.4787,47.6,-4.04,3.48
CST-000001498,WH-00025,2025-08-01,77,insurance,13.86,EMEA,USD,0.18,14.35,-0.49,1.14
CST-000001499,WH-00017,2025-09-01,98,insurance,53.41,NA,USD,0.545,47.75,5.66,5.34
CST-000001500,WH-00025,2025-02-01,59,insurance,25.39,EMEA,USD,0.4303,25.29,0.1,
CST-000001501,WH-00016,2025-11-01,282,warehousing,110996.13,APAC,USD,393.6033,128728.3,-17732.17,9595.63
CST-000001502,WH-00004,2025-05-01,132,warehousing,476.34,EMEA,USD,3.6086,520.86,-44.52,38.49
CST-000001503,WH-00020,2025-08-01,181,warehousing,94843.11,APAC,USD,523.9951,96872.11,-2029.0,7739.48
CST-000001504,WH-00005,2025-10-01,187,warehousing,81511.43,EMEA,USD,435.89,75177.95,6333.48,6100.67
CST-000001505,WH-00010,2025-09-01,236,warehousing,15832.2,APAC,USD,67.0856,17448.62,-1616.42,
CST-000001506,WH-00025,2025-11-01,126,warehousing,1076.75,EMEA,USD,8.5456,1205.53,-128.78,110.65
CST-000001507,WH-00012,2025-09-01,251,warehousing,32272.41,EMEA,USD,128.5753,33513.07,-1240.66,2606.63
CST-000001508,WH-00001,2025-04-01,123,warehousing,1919.32,EMEA,USD,15.6042,2041.36,-122.04,183.38
CST-000001509,WH-00009,2025-08-01,221,warehousing,18578.69,EMEA,USD,84.0665,18663.78,-85.09,1444.29
CST-000001510,WH-00007,2025-12-01,157,warehousing,4911.1,EMEA,USD,31.2809,4859.57,51.53,223.52
CST-000001511,WH-00022,2025-05-01,194,warehousing,28088.93,NA,USD,144.7883,25072.66,3016.27,1637.41
CST-000001512,WH-00002,2025-03-01,194,warehousing,109063.93,EMEA,USD,562.1852,128445.29,-19381.36,8747.98
CST-000001513,WH-00024,2025-07-01,173,warehousing,69859.07,APAC,USD,403.8097,67461.06,2398.01,2492.71
CST-000001514,WH-00010,2025-07-01,211,warehousing,17555.28,APAC,USD,83.2004,15400.2,2155.08,1809.6
CST-000001515,WH-00012,2025-02-01,199,warehousing,32306.28,EMEA,USD,162.3431,35173.95,-2867.67,3045.92
CST-000001516,WH-00017,2025-04-01,102,warehousing,1332.75,NA,USD,13.0662,1393.27,-60.52,153.8
CST-000001517,WH-00005,2025-05-01,158,warehousing,83772.76,EMEA,USD,530.2073,81742.5,2030.26,6855.71
CST-000001518,WH-00019,2025-05-01,168,warehousing,1307.16,APAC,USD,7.7807,1202.47,104.69,
CST-000001519,WH-00017,2025-08-01,100,warehousing,1484.73,NA,USD,14.8473,1664.91,-180.18,122.02
CST-000001520,WH-00012,2025-01-01,257,warehousing,27750.74,EMEA,USD,107.9795,28128.5,-377.76,1249.13
CST-000001521,WH-00013,2025-11-01,193,warehousing,1091.5,APAC,USD,5.6554,1144.71,-53.21,64.6
CST-000001522,WH-00009,2025-01-01,232,warehousing,17937.73,EMEA,USD,77.3178,19955.73,-2018.0,
CST-000001523,WH-00009,2025-02-01,200,warehousing,18040.73,EMEA,USD,90.2036,16942.02,1098.71,979.92
